X1_1,X1_2,X1_3,X1_4,X1_5,X1_6,X1_7,X1_8,X1_9,X1_10,X1_11,X1_12,X1_13,X1_14,X1_15,X1_16,X1_17,X1_18,X1_19,X1_20,X1_21,X1_22,X1_23,X1_24,X1_25,X1_26,X1_27,X1_28,X1_29,X1_30,X1_31,X1_32,X1_33,X1_34,X1_35,X1_36,X1_37,X1_38,X1_39,X1_40,X1_41,X1_42,X1_43,X1_44,X1_45,X1_46,X1_47,X1_48,X1_49,X1_50,X1_51,X1_52,X1_53,X1_54,X1_55,X1_56,X1_57,X1_58,X1_59,X1_60,X1_61,X1_62,X1_63,X1_64,X1_65,X1_66,X1_67,X1_68,X1_69,X1_70,X1_71,X1_72,X1_73,X1_74,X1_75,X1_76,X1_77,X1_78,X1_79,X1_80,X1_81,X1_82,X1_83,X1_84,X1_85,X1_86,X1_87,X1_88,X1_89,X1_90,X1_91,X1_92,X1_93,X1_94,X1_95,X1_96,X1_97,X1_98,X1_99,X1_100
-3.500357781,-0.874434274,-3.796784293,7.247997945,8.265484363,4.104370242,-8.340338704,2.874729668,2.23399979,6.05109466,-4.898375855,-6.896457637,0.965152095,-6.26325139,7.928739198,8.450122095,-3.196501173,6.134137951,-6.699799719,7.199516837,-0.923594542,6.206633974,5.705101844,9.876680256,8.873012991,-9.180435863,-9.955384724,1.642248315,-11.59795861,2.005211942,0.953274916,3.005221559,-2.915514868,-9.134277056,6.957280068,8.641693485,-10.19106839,-9.532097904,1.865700776,0.402460026,-3.629367303,5.296722355,-5.302410962,9.402636782,5.96443693,0.357129138,-4.596150778,-2.619999825,2.954186663,10.79512355,-9.387860305,-7.632027393,4.235048433,9.951634321,-8.867751235,7.223107169,3.762863604,3.914331265,-6.659444494,-0.349416147,-5.286593316,7.487325794,-3.094411533,-7.258212208,7.796055851,9.305549749,9.806186253,5.524378411,-7.842221223,-7.22095929,2.762354209,5.926197323,9.874449704,3.89660263,8.15788042,-6.865278838,-2.91531028,-3.200084066,-2.918643477,-3.540164988,-8.579459478,-5.068853559,-9.607109947,2.065816607,10.92984077,-1.234536366,-1.519242166,1.629753456,9.782692023,6.390469271,8.621863097,-5.311491564,8.542695114,-3.003862374,-0.989430489,4.998762891,-3.608331178,8.967848508,6.701188319,-8.578824204
4.216375053,-0.640804894,-4.529278894,9.992861132,9.020960607,-1.595320465,-2.705232118,1.517506527,-7.495903591,5.513403043,-6.277377867,-10.98166637,6.484030899,2.878807392,-9.524866561,-1.423883753,5.030598707,-12.69372375,4.899735997,-5.925493724,-1.800449246,-7.00960535,0.654984208,9.184778004,-2.201393588,-11.36260966,6.650697676,7.955685008,-0.934734335,9.749210537,7.300863891,6.086835421,5.24289354,-10.32043834,2.075482795,-4.391415507,-5.769974343,3.845898303,7.312979899,-1.763707253,-9.287691585,-2.024227803,-4.32620647,7.287893482,8.646734993,0.76472807,-8.151556071,4.555156647,-10.33290008,-7.434220759,-2.206217942,-6.637839142,-0.517058499,-7.955788962,-0.596825031,1.970916421,8.933446466,-7.746126187,-2.005493749,-1.811197788,3.905330782,8.531995303,-1.539823661,0.272250993,1.144695751,7.32720138,4.596713051,-3.535958353,4.078839281,5.0136373,-0.66355875,4.081215533,4.986317606,-3.400067073,0.499555403,7.678788231,0.574361374,5.307013327,-0.54053306,10.5090058,4.230288956,-2.291336366,-4.506825661,4.153605437,-3.975263494,-9.776583209,-5.14355618,5.779678592,0.570366687,1.748219376,2.540886328,0.819972154,9.523819875,5.029009075,5.429144157,3.800303031,4.817576358,5.261680311,3.810538691,-5.42626113
-4.734848924,-0.859590068,-0.891068042,6.325184787,12.66887089,2.048366868,-10.76478235,4.610452023,3.140955257,5.57729059,-5.160202071,-8.912356548,4.988511319,-7.020127605,4.78032655,5.737603499,-6.798738439,9.848685454,-7.798467955,7.572220063,0.419564298,4.62995574,0.779375359,8.740133506,4.360511979,-7.222452873,-16.27181771,0.913898141,-8.64727576,1.101605788,2.359407333,3.581511309,-0.582032302,-5.750742507,8.554510617,2.928649025,-11.85786338,-11.72952684,4.393550786,-4.840098213,-2.636928235,5.527124421,-4.937804939,5.625174167,2.107101642,1.697300631,-5.921417589,-2.098223227,6.977893906,10.54917796,-9.220584134,-9.14549742,3.817121052,6.771119813,-9.038475859,7.094054236,2.913647997,1.848681847,-3.323697191,-0.7415428,-2.873661453,8.529629461,-2.572168831,-2.021641267,9.092464411,7.81307627,11.26522806,5.320286446,-7.390852489,-7.643361215,-0.065711739,11.28657645,7.157033252,2.866451471,8.522245002,-9.410601626,-5.5114185,-5.880299008,-4.905571188,-5.647853381,-6.230093019,-2.625670616,-14.31292703,-0.177646993,9.408839746,2.055798537,3.224096363,-0.146071755,10.04126364,4.806828594,1.658982337,-1.886648138,9.247991888,-8.337304439,-0.501253486,0.722891811,-3.947886488,5.805376967,8.53997588,-6.785242262
8.371671993,-4.579374766,1.613871083,11.71591997,12.52743261,-7.230837309,-6.759087893,1.264512551,-9.951073517,7.46793539,-2.04965399,-4.060336723,5.078355064,0.397564323,-12.40729254,1.739766771,7.134486558,-8.500780697,4.11342271,-6.099437675,-1.1149619,-10.16554414,4.069967887,8.774598139,-2.037672275,-8.247408483,3.956624842,5.963057577,2.94633613,6.825336371,8.771826174,5.946703298,4.990646976,-9.993310638,4.3232118,-1.882502457,-3.617033866,-2.086175524,6.484314911,1.625231166,-8.101867827,-4.813375298,-4.399247758,2.565211876,7.876362582,0.398592651,-7.906947214,2.044405171,-7.337089576,-8.646584365,-1.749106183,-2.293984201,-3.134685468,-7.163311249,2.864978375,-0.879194311,10.77859835,-11.14211054,3.526189362,0.313814865,3.548871932,8.656909589,-2.389578017,0.895774919,2.080839917,6.356762141,7.090023581,-3.955513547,1.624354169,-0.430464007,-4.922129033,5.234873208,4.169884949,0.69786108,-0.942817454,8.215958813,7.61570119,4.657847573,-4.941942926,8.313943546,6.056300418,-2.126265707,-2.361554371,1.250928019,-7.80110672,-8.349401118,-7.429200215,4.584457039,-1.15438574,0.795164744,3.214492358,-0.229383798,10.22916572,5.071788667,7.659505772,3.805577405,7.854127046,7.471039879,6.229134288,-0.478603256
-6.810069522,-11.00240332,8.517250523,-0.211709119,1.335790784,-4.897042186,-10.78236158,-3.096005241,-5.91528966,-0.099245882,-3.804362255,0.176465321,5.388371104,-5.160668969,9.141039349,-10.03344535,0.135590935,1.483147955,7.240250342,7.122981342,-2.208511112,7.326632327,11.53831133,8.242499142,10.97502951,10.05001438,-1.215012323,3.238375796,-4.759696213,-1.976642723,5.419756805,2.912207498,-1.816770495,-8.432793334,-8.332783141,-5.220605742,-8.22631953,-2.425728002,-7.939080756,5.545095359,-2.354800582,2.592474618,3.246620572,-8.635061325,-4.652582938,-8.845290102,10.2535134,-7.65094211,-0.252046873,10.05176449,3.634268622,-12.77398831,4.96263013,-3.999383593,-6.689310752,-5.492312592,4.33787895,-6.969032049,0.243372494,3.131830461,-1.620240217,-2.430522521,-9.629818033,-9.372965096,0.387955579,-3.762625283,7.036994989,-8.92340415,1.468780876,4.821789255,-7.576866554,-3.359851856,3.596609537,-4.214555216,-1.531385386,0.110181149,-2.714492146,8.471082571,8.384882507,7.927504679,-0.369187343,-8.124833762,3.885560056,0.127690973,0.597726471,2.144147536,8.088974143,6.706645059,-8.662869001,8.841654544,0.920046794,-4.52447462,4.84713132,1.190368006,-3.951487819,4.824390621,-7.26914335,-2.829270512,-3.069267721,-10.71154668
0.94872127,-3.462022263,-1.976143934,9.238770978,10.66168061,-4.307485933,-0.454386742,2.942134209,-6.291638451,9.113388149,-0.481843928,-7.998454352,4.373737521,1.346401754,-10.06182478,0.928094117,6.105297727,-9.733275376,2.204135743,-7.134150554,-0.747426561,-11.06396004,4.206524669,10.23226965,-3.890275535,-8.97924559,4.508703283,10.78222016,-0.030162838,6.411250432,5.70780136,7.677471902,7.873621816,-4.681129352,4.597583694,2.083504009,-5.966026056,3.394609457,3.078852046,-0.768362703,-9.208487083,-5.977576837,-6.891530409,6.179132526,7.616263762,2.908806164,-4.107908547,5.855763242,-3.998460822,-7.718933435,3.023253247,-3.554298556,-0.934293323,-7.905951714,1.366171558,2.753367821,8.976382053,-8.949754567,0.458979237,0.73778869,3.081147494,8.576981212,-0.019374899,2.27651199,-0.996041645,5.826264385,9.481281876,-2.31429789,4.798515835,0.593078134,0.704312764,4.404380582,5.969276255,-1.371341522,5.137692553,10.75775694,1.757180012,-0.455652069,-0.211221065,5.221625747,8.155386452,-2.196414839,-1.737781661,3.279100628,-7.784697718,-9.002502557,-5.570267991,3.81846624,0.593876553,3.248364173,3.746913035,0.661592645,10.51966092,5.966346361,12.60785601,3.464993692,5.892383044,4.010899513,7.277354128,-5.850405741
12.91598225,1.763176993,12.26723278,2.750886341,1.685405896,-3.372615326,8.199560286,-5.632175621,-2.153514662,-3.571620609,4.868182565,-6.754404461,8.786259981,8.908858459,-6.784142966,-1.070662742,-6.59625188,-0.50669728,-8.967027459,5.946179397,-0.954006022,14.94608413,6.547252323,9.800293597,-10.83209817,-9.108055239,1.548699063,-4.477569349,2.702716731,-0.138420652,2.729047519,8.932396663,0.082289966,-6.941694449,-8.902100619,-2.327902118,-2.955470813,3.030428316,-2.599267956,2.658719425,-3.25388036,2.193368464,8.988939338,-7.132880941,-4.408300507,-2.499670359,1.706719206,-3.926646918,0.531697138,1.590580956,7.357699504,-5.751621826,0.811491527,-7.125625392,-1.023921292,-6.0028174,9.984477392,-2.860954462,7.067161189,-1.061908352,6.721504063,-0.984736794,-1.599456893,-1.960710559,7.579153163,7.875434772,2.38362995,-11.5143606,3.786972776,-5.521790052,2.877276663,4.600353549,0.974586393,1.564861633,-11.591608,3.9146503,-10.03177132,3.47752634,-4.796996957,4.826710015,-7.829259493,-8.437166525,4.653234514,0.244013241,4.363368353,8.270526416,0.699883789,4.741295163,-0.633826179,8.941236759,6.740788447,-4.008854618,-2.321753958,9.679613672,-2.635507915,-5.70753311,-0.34656413,-2.674700455,3.474470283,5.003402146
-8.779495607,-11.70526438,4.924962304,-5.388275131,-2.384215374,-3.973808166,-8.703356835,-1.935317232,-0.37359183,1.267262893,-5.402556571,2.41773705,9.860583004,-3.311973902,6.470130242,-6.071596983,-1.106387688,1.520908543,6.248399086,9.719395933,1.152601293,6.458033065,8.847011617,0.889606276,9.313579408,7.827116001,1.33349232,2.358501693,-7.874711329,-1.019806585,8.342560083,-2.138107004,-7.346890633,-8.344088053,-6.542831326,-8.024605773,-3.042433335,-0.974436716,-10.03210384,7.23279751,-3.381999714,3.832686004,1.220718523,-8.835970224,-8.865605516,-7.498901637,11.35369219,-3.868687145,-3.623100543,9.340067956,2.664930499,-12.93355454,7.87219966,1.569818861,-9.537772189,-4.308813359,3.147248062,-7.503362223,3.66876691,3.979822478,-4.85398154,-0.131395473,-2.803096852,-4.99901067,-0.076949353,1.793468123,6.837027564,-7.366678253,-1.92776033,6.351503444,-8.532048371,-4.242113192,2.646782181,-7.318712743,-3.72132364,-1.854128095,0.755297493,5.729448831,7.119495725,4.044766272,3.686258569,-4.165030612,1.374875974,-3.956055777,-2.215660735,2.465396806,5.9830289,8.395853255,-5.67747877,6.119669825,2.236714627,-5.620624,5.42910849,-3.468050339,0.605374669,3.341920447,-3.413621954,-2.742393697,2.521557946,-4.02704357
-5.607637799,-10.25067581,7.678484785,-4.344645129,-2.842918917,-4.604096433,-8.377170526,-0.602845198,-4.84399472,0.76206652,-5.470068223,-1.214086259,10.35797251,-0.722977149,7.392579621,-9.249042379,1.229974945,2.90500697,3.74583489,10.12360971,0.640784717,5.996403092,10.35221683,3.362883051,9.45897595,10.32174062,-0.897997557,1.740565029,-8.223053468,-0.261046254,10.30400537,0.919183405,-1.076414321,-7.622489577,-2.791022326,-11.06160257,-4.426470217,-1.2445133,-11.42877401,10.86817551,-4.019457993,0.287965894,4.743128194,-10.80349413,-8.335761991,-7.330834353,9.760521402,-9.018547535,0.483449587,5.878423186,4.798721548,-9.382199736,7.465307547,0.290163098,-4.492573447,-1.86754406,3.382482397,-13.35827671,7.648257292,5.22795968,-5.848806862,0.827418412,-8.835166621,-11.29598481,0.583157674,-0.283752347,7.626340965,-8.485245348,2.050700025,1.56674938,-10.35560344,-1.818288138,5.145267578,-8.67869531,-2.585106582,5.187677057,-6.493256441,9.309798911,4.401857142,10.94603892,1.479766436,-2.961907922,4.574800136,-3.804210402,-2.482375144,5.185744328,9.048214851,4.928692666,-10.43263545,4.049921425,0.997620203,-3.646499338,3.870471984,-0.664677534,2.932847271,1.538939138,-5.245483858,-1.290172339,-2.026565742,-9.898764134
5.397264896,0.617284778,9.499447883,4.777065777,6.31970248,-3.671768496,5.790462015,-6.692450747,-8.76720473,-1.000498735,5.536547293,-7.03165868,6.477503825,9.25849405,-8.163829461,3.302812919,-10.4695165,-3.841997603,-13.83110149,8.990923627,-3.142013031,5.791845418,6.406500459,7.505857776,-5.492476147,-6.607646594,2.562843768,-10.31633983,3.65051848,-1.082655852,-0.779057086,6.559826496,-0.534698276,-9.685425472,-8.072995395,1.788582347,0.066716951,3.930872882,1.148537638,3.982484656,-3.329306928,1.903339803,3.624107276,-6.793025539,-0.773355703,3.580018626,6.981006411,-3.510557421,2.556678033,4.072627095,9.134408134,-1.81753591,-1.162612692,-6.629289924,0.162289325,-10.48084307,6.617984481,-3.423313308,6.128172338,0.251736599,8.382447579,-4.169774011,-4.319408487,4.060655778,5.963919494,5.489246601,5.126010743,-9.347228688,-0.370067928,-6.746369825,4.939597035,11.17044046,-1.27139532,3.755319684,-8.639969608,-1.495933028,-5.670801492,2.566497085,0.518061781,3.593516959,-10.19053474,-6.109391762,2.0331327,0.852688354,-0.820380536,4.220686671,-4.929424778,2.150171968,2.147334762,7.036822163,1.547789005,-6.162917954,0.884508269,10.04101858,-1.955925952,-5.931344289,-3.979019312,0.182302914,4.416063217,0.584822988
